CODIGO_CLIENTE;NOME_CLIENTE;DATA_NASCIMENTO;IDADE_CLIENTE;DESCRICAO_ENDERECO;NUMERO_ENDERECO;NOME_CIDADE;NUMERO_TELEFONE;EMAIL_CLIENTE;OCUPACAO_CLIENTE
1321;Stephany Barros;1998-03-31;25;Vila de Fogaça;9;Souza;+55 (061) 6693 9145;da-costaevelyn@rocha.com;Ferreiro
1322;Stephany Carvalho;2001-05-22;22;Feira de Caldeira;9;Nogueira de Moraes;0300-159-2492;joao-vitorcostela@hotmail.com;Astrofísico
1323;Stephany Correia;2011-07-07;12;Via de Cardoso;348;Mendes;+55 (021) 4647 8244;otaviocarvalho@gomes.br;Designer de moda
1324;Stephany Rodrigues;1984-08-04;39;Ladeira Sofia Pinto;16;da Costa;+55 71 4481-8762;igorsantos@teixeira.net;Ginasta rítmica
1325;Stephany Santos;2014-03-24;9;Viaduto Rodrigues;645;Lima;+55 (084) 1195-6024;aragaomarina@ig.com.br;Piloto de avião
1326;Stephany da Cruz;2012-10-04;11;Parque Maitê Ferreira;831;Barros;+55 (021) 1978 2575;cfogaca@ig.com.br;Contra regra
1327;Stephany da Luz;1977-09-30;46;Conjunto Maria Sophia Rocha;27;Rodrigues;41 3886 6851;raquel98@hotmail.com;Frentista
1328;Thales Moraes;2000-11-23;23;Jardim Moura;48;Gonçalves;(041) 5418-8949;lunaaragao@da.br;Construtor
1329;Thales Rezende;1977-11-14;46;Distrito Felipe Sales;950;Fernandes;+55 (061) 4397 9854;rodriguespietra@bol.com.br;Zootecnista
1330;Thales Rocha;2007-02-03;16;Feira Ana Laura Costa;1;das Neves de Goiás;(031) 9883 8018;isabelpires@pereira.org;Classificador contábil
1331;Theo Duarte;1987-10-31;36;Condomínio Cauê Duarte;81;das Neves;(041) 3240-9673;carolinaoliveira@almeida.br;Penhorista
1332;Theo Freitas;2011-08-24;12;Colônia Luiz Fernando da Luz;90;Moraes;51 7349 5967;miguel90@uol.com.br;Profissional de recursos humanos
1333;Theo Mendes;1981-10-21;42;Distrito de Fernandes;11;Dias do Sul;(081) 9890 0138;vitor85@yahoo.com.br;Bombeiro
1334;Theo da Luz;2012-05-22;11;Rodovia da Mata;37;Araújo da Mata;+55 51 5204 0767;azevedocalebe@gmail.com;Massagista
1335;Thiago Cardoso;1980-02-26;43;Passarela de da Luz;22;Nascimento da Serra;+55 51 3032 6140;kevin64@santos.net;Faxineiro
1336;Thiago Pires;2017-03-23;6;Núcleo de Ferreira;93;Moraes;0800 742 6576;lorena52@bol.com.br;Investigador particular
1337;Thiago da Cunha;1976-08-13;47;Travessa de Alves;7;Peixoto das Flores;(061) 8482 1105;luna45@hotmail.com;Engenheiro físico
1338;Thomas Caldeira;1988-03-22;35;Área de Souza;67;Duarte;0300-869-1712;bfernandes@hotmail.com;Presidente da República
1339;Thomas Costela;2020-09-24;3;Recanto de Novaes;45;Carvalho Alegre;0900-055-2958;yurirodrigues@bol.com.br;Cobaia Médica
1340;Thomas Farias;1983-09-19;40;Loteamento de Barros;79;das Neves;(031) 0763-5458;anogueira@bol.com.br;Vereador
1341;Thomas Pereira;1972-02-05;51;Largo Leandro Rodrigues;56;da Rocha de Nascimento;11 4753-2897;freitasclara@hotmail.com;Coronel
1342;Thomas da Conceição;2013-11-04;10;Feira Bryan da Cruz;51;Silveira;(041) 5776-6936;maria-sophiada-rosa@pires.net;Metalúrgico
1343;Valentina Almeida;1986-10-02;37;Área de Mendes;361;Nogueira do Amparo;+55 51 3282 6742;anamonteiro@barros.net;Baixista
1344;Valentina Carvalho;2004-11-18;19;Largo Fogaça;799;Correia do Sul;+55 84 8071 6293;moreirabarbara@yahoo.com.br;Modelo
1345;Valentina Castro;1988-08-25;35;Vereda Clarice Lima;65;Castro Paulista;+55 (011) 6713-4875;mramos@gmail.com;Lutador de jiu-jitsu
1346;Valentina Melo;1975-02-16;48;Distrito Teixeira;43;Rocha de Nogueira;(071) 6931 3939;tlopes@da.br;Coveiro/Sepultador
1347;Valentina Silva;1997-11-03;26;Condomínio Vitor Hugo Jesus;96;Ribeiro do Sul;+55 (041) 2617 3891;felipe17@barbosa.com;Lavador
1348;Valentina Vieira;2015-06-10;8;Estrada Costa;11;da Luz;+55 (021) 2271-2587;xbarbosa@melo.com;Vistoriador de sinistros
1349;Vicente Dias;2007-07-25;16;Estação Pedro Miguel Azevedo;54;Monteiro do Campo;+55 11 4276 3280;goncalvesvinicius@gmail.com;Vereador
1350;Vicente Ferreira;1984-04-17;39;Recanto Davi Almeida;40;Cardoso;+55 (084) 2851-8576;sophie68@da.br;Pedreiro
1351;Vicente Martins;1999-10-09;24;Ladeira Viana;211;Nunes do Amparo;(011) 7085 4276;larissaferreira@costa.com;Técnico em arquivo
1352;Vicente Rezende;2012-12-11;11;Sítio Mirella Correia;20;da Conceição do Sul;+55 11 1690-0028;yasmin29@hotmail.com;Policial civil
1353;Vicente Rezende;1984-10-10;39;Chácara Ribeiro;815;Gomes de Moura;(081) 0107 1839;gfernandes@bol.com.br;Taifeiro
1354;Vinicius Araújo;1997-05-04;26;Praia de Jesus;87;Oliveira;+55 (061) 1675 7507;kdas-neves@yahoo.com.br;Perito criminal
1355;Vinicius Azevedo;2010-03-20;13;Estação de Moura;3;Cardoso;(041) 5022-8703;camposrodrigo@cunha.com;Delegado
1356;Vinicius Cavalcanti;1976-04-27;47;Residencial Almeida;1;Nascimento do Norte;84 8616-7930;zbarros@barros.net;Jogador de bocha
1357;Vinicius Correia;2022-05-30;1;Fazenda Vinicius Oliveira;226;Barros da Serra;+55 61 0832 5012;martinsana-sophia@farias.net;Coronel
1358;Vinicius Rocha;2023-05-19;0;Chácara de Caldeira;82;Alves de Minas;71 4405 9359;emartins@uol.com.br;Cortador de cana-de-açucar
1359;Vinicius da Rocha;2004-09-27;19;Vila de Jesus;742;Farias do Sul;+55 (041) 5451 6700;kaiqueduarte@farias.org;Tatuador
1360;Vinicius da Rocha;1975-03-21;48;Praia Mariana Mendes;874;Porto Paulista;+55 81 6903-3642;ifernandes@gmail.com;Empresário
1361;Vitor Barros;2004-02-25;19;Sítio de Campos;41;Almeida;+55 71 8643-4573;giovannamelo@pereira.com;Jangadeiro
1362;Vitor Cavalcanti;1977-03-11;46;Residencial Gonçalves;18;Vieira Verde;+55 31 2549 1560;rodrigo64@bol.com.br;Catador de material reciclável
1363;Vitor Farias;1995-06-05;28;Travessa Emanuel Silva;33;Rocha da Praia;+55 61 4443 1414;daniela28@yahoo.com.br;Músico
1364;Vitor Gabriel Cardoso;1976-08-12;47;Chácara de Nogueira;66;Vieira do Norte;+55 (021) 3173 8061;beniciodas-neves@moraes.br;Técnico em radiologia
1365;Vitor Gabriel Costa;2004-11-30;19;Esplanada de Rocha;98;Cavalcanti de Moreira;+55 (084) 1270 9399;gnovaes@duarte.net;Seringueiro
1366;Vitor Gabriel Jesus;1999-05-15;24;Parque Rebeca Moraes;46;Fernandes Paulista;61 4293 2669;santosluna@nogueira.com;Cameraman
1367;Vitor Gabriel Moraes;1978-08-27;45;Lago de Fogaça;30;Ribeiro de Oliveira;+55 (011) 6425-3442;barbosaenzo-gabriel@gmail.com;Engenheiro naval
1368;Vitor Gabriel Moreira;1986-06-14;37;Favela de Costa;7;Alves do Oeste;(021) 7552-7972;eloah53@da.br;Manobrista
1369;Vitor Gabriel Rezende;2003-10-30;20;Colônia de Peixoto;468;das Neves;31 4628-2603;gnogueira@uol.com.br;Tosador
1370;Vitor Gabriel Rocha;2007-02-02;16;Praça de da Luz;42;Lopes de Cunha;71 9799-3582;freitasbreno@farias.org;Tecnólogo em desenvolvimento social
1371;Vitor Gabriel da Costa;1973-02-17;50;Vereda de Carvalho;48;da Rocha;41 3290-1950;vitor-gabrielda-cruz@bol.com.br;Escrivão
1372;Vitor Gabriel da Costa;1980-07-03;43;Jardim de Gonçalves;689;Barros do Sul;(084) 5273 6583;da-costabernardo@gmail.com;Regente
1373;Vitor Gabriel da Cruz;1976-11-18;47;Avenida de Costela;337;Mendes de Rezende;+55 (031) 8265 9521;wsilva@yahoo.com.br;Diarista
1374;Vitor Gomes;2024-01-04;0;Vereda de Azevedo;66;Nascimento do Campo;61 6906 4105;da-cruzantonio@rodrigues.org;Assessor de imprensa
1375;Vitor Hugo Cardoso;1973-09-24;50;Rodovia de Campos;7;Ferreira das Pedras;0900-306-9867;wsouza@hotmail.com;Publicitário
1376;Vitor Hugo Melo;2002-01-11;22;Conjunto Farias;67;Cardoso;+55 (061) 4084-6644;martinskevin@gmail.com;Bailarina
1377;Vitor Hugo da Mata;2006-07-25;17;Jardim de Moura;15;Castro Alegre;61 5827-8140;ifogaca@hotmail.com;Técnico em arquivo
1378;Vitor Moraes;1974-07-10;49;Sítio Ana Julia da Rocha;85;Pinto;0800 812 0723;qnascimento@da.com;Nutricionista
1379;Vitor Moura;1973-08-17;50;Vale Aragão;380;Teixeira da Mata;(084) 4396-8696;teixeiraagatha@vieira.br;Açougueiro
1380;Vitória Alves;1993-10-04;30;Largo Letícia Correia;838;Alves do Oeste;+55 (081) 6604 9657;monteirocaua@da.com;Assistente de produção
1381;Vitória Araújo;1990-10-10;33;Passarela de Vieira;5;Costela das Pedras;51 7509 0564;salesluiza@da.com;Quiropraxista
1382;Vitória Castro;1973-12-14;50;Loteamento Carlos Eduardo da Conceição;5;Oliveira de Oliveira;0300 798 0983;fernandalopes@porto.br;Ajudante de produção
1383;Vitória Lima;1976-04-10;47;Passarela Brenda Cardoso;6;Teixeira;+55 71 6180-5478;costabrenda@souza.org;Astronauta
1384;Vitória Rodrigues;2004-08-30;19;Favela Melissa Castro;7;Correia;41 5942-3126;ddias@jesus.com;Tecnólogo em produção Sucroalcooleira
1385;Vitória Silva;1981-04-13;42;Rua da Paz;1;Carvalho de Minas;51 8660 5824;meloryan@uol.com.br;Engenheiro de transportes
1386;Vitória Vieira;2021-01-08;3;Setor de Jesus;3;da Cunha dos Dourados;0800-180-6680;maysagoncalves@uol.com.br;Urbanista
1387;Vitória da Conceição;1996-05-16;27;Quadra de Cardoso;15;Souza das Flores;+55 41 7556 1437;ana-juliaaraujo@santos.org;Psicopedagogo
1388;Yago Mendes;2021-09-17;2;Ladeira Kaique Ferreira;1;Fernandes;+55 (071) 1920 5294;maria-aliceda-luz@souza.com;Educador
1389;Yago Peixoto;1985-06-18;38;Lagoa de Aragão;35;Moraes dos Dourados;(081) 3035 5627;fogacadavi@uol.com.br;Tecnólogo em automação industrial
1390;Yago Ramos;2019-10-31;4;Distrito Mendes;31;Correia;21 9783 8071;yasmin65@dias.br;Corretor da bolsa de valores
1391;Yasmin Freitas;2023-02-10;0;Praça Aragão;97;Caldeira do Norte;(021) 5029-8839;acampos@ig.com.br;Cartógrafo
1392;Yasmin da Luz;1971-05-18;52;Recanto Barbosa;9;Porto;+55 (081) 6447 1774;fogacanatalia@bol.com.br;Peixeiro
1393;Yuri Moreira;1986-06-02;37;Parque Marcela Cunha;28;da Luz Grande;+55 21 2214-6611;vianaenzo-gabriel@ig.com.br;Massoterapeuta
1394;Yuri Nogueira;2005-04-29;18;Morro Isaac Teixeira;99;Nascimento da Serra;0900 187 6500;wmoura@bol.com.br;Designer de produto ou desenhista industrial
1395;Yuri Nunes;2014-08-03;9;Praça Moura;14;Martins de Moura;+55 81 3442-8721;alice35@goncalves.br;Engenheiro de transportes
1396;Yuri Rezende;2004-11-12;19;Lago de Pereira;54;das Neves Alegre;21 0572 2199;davi-luiz88@hotmail.com;Profissional de comércio exterior
1397;Yuri Ribeiro;2023-08-18;0;Viaduto João Vitor Pinto;35;Ribeiro de Moura;+55 61 7417-4075;pietroda-paz@bol.com.br;Deputado
1398;Yuri Souza;1978-11-27;45;Esplanada de Fogaça;69;Peixoto da Mata;+55 31 6542-2314;catarinasantos@cardoso.br;Neurologista
